trade_id,timestamp,market,token_id,side,price,size,fee,strategy,pnl
0x60daf71953e6ccf9c683473bb051da1a19809b3516869d27682de918bb45906f,2026-04-03T22:41:26.217693+00:00,Will the highest temperature in San Francisco be 72°F or higher on April 3?,48156064824104017479025139072801030531413607858816387673528272071090605699828,BUY,0.130000,13.250000,0.000000,copytrade,0.000000
0x2a9ecf86ac565bff037c78909537587dc3b0137b40d70c1afe802e18312b6384,2026-04-03T22:43:53.733729+00:00,Will the highest temperature in New York City be between 64-65°F on April 3?,77329512363464550648036524805749067281882582356439009328072435670168229713470,BUY,0.199814,8.610000,0.000000,copytrade,0.000000
0x64b2045bd44b056cc6172c6307ef4abf239de5c0d6d429d05641df1d0b2851b0,2026-04-03T22:47:29.560152+00:00,"Solana Up or Down - April 3, 4:00PM-8:00PM ET",78020616653718808004128565658729621023693367311514353266492157485033516337576,BUY,0.600000,5.000000,0.000000,copytrade,0.000000
ct-exit-56babcf4,2026-04-03T22:52:51.868688+00:00,Will the highest temperature in New York City be between 64-65°F on April 3?,77329512363464550648036524805749067281882582356439009328072435670168229713470,SELL,0.095000,8.570000,0.000000,copytrade,-0.898257
0x8ee752b4705981736fdf9ff21e38f4b051a49b9c40993eb82d0cc6f3f837c190,2026-04-03T22:53:56.771948+00:00,Spread: Kansas City Royals (-1.5),30397946758780305916568635769576659930042958320049565536705767766732810943749,BUY,0.670000,5.000000,0.000000,copytrade,0.000000
0xd202e7132ba317b7056dfab13de3e6aa5464aa29afa12bdcf1b9874a89efcd16,2026-04-03T22:59:19.328966+00:00,Will the highest temperature in Dallas be between 82-83°F on April 3?,20829833771695180540168481382662733680340564199630625563474515627157405278522,BUY,0.010000,234.000000,0.000000,copytrade,0.000000
0x93a74557365544fd3f1f40ce40a2fb1793b11b461124f841f152cf8a787950fe,2026-04-03T23:01:19.517583+00:00,Will the highest temperature in New York City be between 64-65°F on April 3?,77329512363464550648036524805749067281882582356439009328072435670168229713470,BUY,0.040000,58.500000,0.000000,copytrade,0.000000
ct-exit-a4d2794f,2026-04-03T23:10:07.851202+00:00,Will the highest temperature in New York City be between 64-65°F on April 3?,77329512363464550648036524805749067281882582356439009328072435670168229713470,SELL,0.019500,58.210000,0.000000,copytrade,-1.199662
ct-exit-caf5cb28,2026-04-03T23:22:42.859586+00:00,Will the highest temperature in Paris be 17°C or higher on April 4?,6792071564774041453670492431958140661093682498158953044923301055611646035208,SELL,0.215000,16.020000,0.000000,copytrade,1.718132
0x3818c84656e8d71abc7ca714e42f537021395ca77639ebc8c7772d84d5901047,2026-04-03T23:26:11.983114+00:00,Will the highest temperature in Istanbul be 15°C on April 4?,69419707775461253077035743278561322983865891346203423067234396532020877988407,BUY,0.160000,14.620000,0.000000,copytrade,0.000000
0x078508c1021a742a96b1763bc3cddf5a682de12f01ea48361d62d966f0520cb9,2026-04-03T23:32:05.594391+00:00,Will the highest temperature in Paris be 17°C or higher on April 4?,6792071564774041453670492431958140661093682498158953044923301055611646035208,BUY,0.220000,12.270000,0.000000,copytrade,0.000000
0x76db6f3e1d776eb00957af774d0ddc7b2862a69af835b92d3d44d74fd88334b7,2026-04-03T23:34:22.238100+00:00,"XRP Up or Down - April 3, 4:00PM-8:00PM ET",39282282374166647982549608201521058429355872267399905355942969845561708412950,BUY,0.600000,5.000000,0.000000,copytrade,0.000000
0x4f6f25daf813452cccde466326a3136200a8c4d0e81f4863629fe70e6178e699,2026-04-03T23:36:31.758180+00:00,Will the highest temperature in Dallas be between 82-83°F on April 3?,20829833771695180540168481382662733680340564199630625563474515627157405278522,BUY,0.010000,234.000000,0.000000,copytrade,0.000000
0x9d3bd07d0881db02c4d88c89abe90a496100da6121c45866469d1ac5745aaa6c,2026-04-03T23:37:16.906898+00:00,Spread: Pelicans (-5.5),62135570323482841867408294238513841927257133001020944203696432224640501853305,BUY,0.470000,5.000000,0.000000,copytrade,0.000000
ct-exit-685755a6,2026-04-03T23:37:25.745621+00:00,Will the highest temperature in Dallas be between 82-83°F on April 3?,20829833771695180540168481382662733680340564199630625563474515627157405278522,SELL,0.011000,232.830000,0.000000,copytrade,0.232830
0xec9d265fe1422f8bc826eea3ada59f0c59f01eaee55b5a6ac5cb04f51ac53d27,2026-04-03T23:42:12.923111+00:00,Will the highest temperature in Denver be between 52-53°F on April 3?,17577112924376515379856767411764709969939849988010113482457825207397746351102,BUY,0.060000,30.000000,0.000000,copytrade,0.000000
0xae31f5a036d0c2eb38dac37696383762cb1964e558ab9bd5de19c904c8c5952b,2026-04-03T23:45:03.838014+00:00,Will Real Madrid CF win on 2026-04-04?,94921593216694718573094159321017799630733809831265785666590156275797026589349,BUY,0.640000,5.000000,0.000000,copytrade,0.000000
0x17266593676a0692f33ed15f71d857edc5a06b36905f28143038d45cf28324a1,2026-04-03T23:48:28.481475+00:00,Will the highest temperature in Dallas be between 82-83°F on April 3?,20829833771695180540168481382662733680340564199630625563474515627157405278522,BUY,0.010000,224.640000,0.000000,copytrade,0.000000
ct-exit-96d78a6e,2026-04-03T23:52:04.193241+00:00,"Bitcoin Up or Down - April 3, 4:00PM-8:00PM ET",16916027993613355055315919943189596837560362674447375052964197890572941785078,SELL,0.925000,3.730000,0.000000,copytrade,1.212250
0x4b819cc41d12ada89218a938388c809e0e470a3bccb6de9fc30ffc317b739b4e,2026-04-03T23:55:09.588461+00:00,Will the highest temperature in Chicago be between 62-63°F on April 4?,15249513652902499240693770164600597047331907827261914395428166839472873768823,BUY,0.100000,17.100000,0.000000,copytrade,0.000000
0x2b25643ab67ff7bcfc7adca846947dcfb657be2341856d3ad553ae0485e0f7a8,2026-04-03T23:57:10.419647+00:00,Will the highest temperature in Wellington be 21°C on April 4?,19580052420576170376392398645920660218543594968596985120527642971935513090110,BUY,0.141000,9.290000,0.000000,copytrade,0.000000
0x3329a1f279078c94836f8fd64cb2f08030624e56f6e71c879f428cb41079bdde,2026-04-03T23:57:49.273686+00:00,Fortaleza CEIF vs. CD La Equidad Seguros: O/U 4.5,64160991630696259604814638222110281450344545191837883151276453552117700613368,BUY,0.700000,5.000000,0.000000,copytrade,0.000000
0xec54459018fe96dfe73ce59b78abd5a09296adebb3b4e9db7add0e8be8673d09,2026-04-03T23:57:53.945304+00:00,Spread: Celtics (-16.5),48859849103154156214204031742546372622155241485331470080589973194091318181711,BUY,0.570000,5.000000,0.000000,copytrade,0.000000
0x38a0a9d374ec9d8922b6a44f9fab2397fe5673fae7966116468256144f05d238,2026-04-03T23:57:57.735181+00:00,Spread: Celtics (-17.5),1178729375037396396711567671450569750029687428344391334240269399653844411822,BUY,0.530000,5.000000,0.000000,copytrade,0.000000
0xe0b2e2edf21600f08321458c345e7e7b2f5b408e61c6a975382cd1c54074df87,2026-04-03T23:58:00.955792+00:00,Celtics vs. Bucks: O/U 216.5,38202555311411603788300380190875698655613167436446324078344557985798296996701,BUY,0.540000,5.000000,0.000000,copytrade,0.000000
0xd57a981162eaaa18bbf885f16657991802ddf6f4c49ec91c6fcf46ddd40ae0e6,2026-04-03T23:58:04.564095+00:00,Spread: Raptors (-13.5),86130274482407723608522191330577994835284318222991787145509566270216391661621,BUY,0.550000,5.000000,0.000000,copytrade,0.000000
0x017c5411c2241902d5a022a5920dc2640f78f30ac67f2e8e5eb493c5ad7d86b3,2026-04-03T23:58:11.939096+00:00,Spread: Raptors (-14.5),16476878163339879539308664524647450014047828072151164688811192662927313649529,BUY,0.490000,5.000000,0.000000,copytrade,0.000000
0x19c32f4469154adcf9c310eeacb1858de459b1870e9907ed2f38fc153efffd4d,2026-04-03T23:58:16.483597+00:00,Hawks vs. Nets: O/U 225.5,37579546346946619611697046791854265643609195888090158302072590674752772273150,BUY,0.530000,5.000000,0.000000,copytrade,0.000000
0x0a3100d4ac8663d625d5d1cd2b944d12a3b73c7bea0d5360eb18046c92923959,2026-04-03T23:58:24.341785+00:00,Spread: 76ers (-1.5),15448173401334155643964911988782937454996167620303957960522132075518665702193,BUY,0.560000,5.000000,0.000000,copytrade,0.000000
0x5b4e7b6b0de9ab5a62e36c3ebee98926a8584251604a4de83daa621b94c597a4,2026-04-03T23:58:27.852823+00:00,Spread: Raptors (-12.5),27862815562374485756292335823544170675255596423410635114154199052930476623645,BUY,0.580000,5.000000,0.000000,copytrade,0.000000
0x253c3b80f64247c1ccffd37b16d03724048fb25268d4a831b1557c700cbd57da,2026-04-04T00:57:25.179645+00:00,Will the highest temperature in Seoul be 17°C or higher on April 4?,9045993642699231840435407146224965938721443152369861367214306474610355293268,BUY,0.169000,7.650000,0.000000,copytrade,0.000000
0x89b1f09d5e16aba278a63fa8e05b148f42ebf4f4d6866a13972e9ebfb4018b4d,2026-04-04T00:58:30.967648+00:00,Magic vs. Mavericks,78971422192027304107795223708111583747836641020758360724311252514677855803789,BUY,0.290000,5.000000,0.000000,copytrade,0.000000
0xb3f6da73a4cca455e7a51ff299748f1311b909c90444bf8d419faad868cdbe2f,2026-04-04T00:58:34.910038+00:00,Timberwolves vs. 76ers,66335248502015003064991075849688982103034628117228927894281920977953935738380,BUY,0.690000,5.000000,0.000000,copytrade,0.000000
0xd5f53f0fbaaba52de9a8c8922c64fa954eceab18483cb5c6b3adb5b1b12dce0c,2026-04-04T00:58:51.146177+00:00,Club Atlético de Madrid vs. FC Barcelona: O/U 2.5,7432317159563464809746311946483056264826577720592162926801921195842002550502,BUY,0.670000,5.000000,0.000000,copytrade,0.000000
0x866f4c42cccecc5da9dc33cc9165e623a5bfb503ec65a7e062ce23858dad3d08,2026-04-04T00:59:00.654695+00:00,Will Club Puebla win on 2026-04-03?,10924577983509297293588038954718125656617246807911780947282511585496883236195,BUY,0.610000,5.000000,0.000000,copytrade,0.000000
0x827a8afabe5cd30653cb9b8a09eac0769ec0f91052a8b029b5c20a528dada7ee,2026-04-04T00:59:12.063220+00:00,JEF United Ichihara Chiba vs. Tōkyō Verdy: O/U 2.5,97975040640808305766659091296614519056462937888530178022156211520454310512856,BUY,0.630000,5.000000,0.000000,copytrade,0.000000
0x81745166d7c56b887a31c91d05d3f66addc468a848814d509639ece49f9b5cb5,2026-04-04T00:59:20.985090+00:00,1H Spread: Raptors (-7.5),77100325891668072999461732344342560563464868811660987948412803512020697652576,BUY,0.430000,5.000000,0.000000,copytrade,0.000000
0x44fd83e84a1c7750f5c9b1cc97d951482e7f40236d3bd0ba56e78ec91cdc4b4d,2026-04-04T00:59:35.732621+00:00,Will Atlas FC win on 2026-04-04?,27409529467706070587049842985972666248582518436155590828791711355944594450739,BUY,0.690000,5.000000,0.000000,copytrade,0.000000
0x42ccab59e936391b184ad20de747a66ab4a4a01a71211204dbbffcf5d0c87d47,2026-04-04T01:00:35.168049+00:00,US Men's Clay Court Championships: Alexei Popyrin vs Frances Tiafoe,43815410174056245097221887563065056054964981415721137769282202335241872481679,BUY,0.620000,5.000000,0.000000,copytrade,0.000000
0x5e39739fcbdeca6e415d96a7024890b59bb30ece87d7f459323a73b71b6329b3,2026-04-04T01:01:30.421936+00:00,Timberwolves vs. 76ers,82190760986056464711320356613610581185212625159938936923526582275815368003737,BUY,0.100000,10.000000,0.000000,copytrade,0.000000
ct-exit-d1907dc2,2026-04-04T01:10:41.459266+00:00,Timberwolves vs. 76ers,82190760986056464711320356613610581185212625159938936923526582275815368003737,SELL,0.015000,9.950000,0.000000,copytrade,-0.845750
0x093fc5fabd28394d0ca1bb3397fb8218acc48f1b029bd8c78b193acba2b9babf,2026-04-04T01:57:38.579596+00:00,Will San Diego FC win on 2026-04-04?,113407031366051857845586642511400946129606996364950155539006902648913957577948,BUY,0.670000,5.000000,0.000000,copytrade,0.000000
ct-exit-dced2d10,2026-04-04T01:57:46.625565+00:00,"Will ""The Super Mario Galaxy Movie"" Opening Weekend Box Office be between 180m and 190m?",54952818906352713789207237448171320919443978320311956402765893438751837250831,SELL,0.475000,4.970000,0.000000,copytrade,-0.587468
0x59e3a58cca39e34011a9174d0bde15114ae6a7d1b9fd67becbb8d01858ce4919,2026-04-04T01:59:29.589656+00:00,Atlanta Braves vs. Arizona Diamondbacks,88261509356384936768206234791706779061294786795827342099657953814589095442516,BUY,0.460000,5.000000,0.000000,copytrade,0.000000
0xbe353431316fdfb808217f530653c4d49a31dd2167ddac8dbb035a660cb0f3cc,2026-04-04T02:01:46.859968+00:00,Spread: Pelicans (-5.5),48772280319977908808881708728710117625408577165726876027940561740892999383330,BUY,0.560000,5.000000,0.000000,copytrade,0.000000
0x39109bb885800b96136aea2ebcb964a4b55a7850dbba840674e149a9bdab9499,2026-04-04T02:02:00.467326+00:00,Will Nagoya Grampus win on 2026-04-04?,88814697946223925831180407756081367632056936721983456649909028536163285402934,BUY,0.610000,5.000000,0.000000,copytrade,0.000000
0x1caa699250e20ee436aded9628c356153e5e857bebb3e855bef8c555b4c72937,2026-04-04T02:02:17.824702+00:00,US Men's Clay Court Championships: Alexei Popyrin vs Frances Tiafoe,43815410174056245097221887563065056054964981415721137769282202335241872481679,BUY,0.480000,5.000000,0.000000,copytrade,0.000000
0x3a7b275dadbc361ec270a87d1945562147022869c954c5fe02f7f351ec74976b,2026-04-04T02:02:29.153538+00:00,Houston Astros vs. Athletics,94343380246493597207300728497568278593194683919449040693790836408940383028895,BUY,0.510000,5.000000,0.000000,copytrade,0.000000
0x10a486d9712fe1ec41aed6dc8cada5d9f8bb8497c35d86a28e366a54486ed5b7,2026-04-04T02:03:34.504441+00:00,CDP Junior FC vs. AD Cali: O/U 2.5,14951991966352950481228596388881601016406334966947440505391055967350862683024,BUY,0.690000,5.000000,0.000000,copytrade,0.000000
0x17f5b36a876c0dae2954b286ee5b91aad74a0e4d65dfa1b167de7df1abad8e3d,2026-04-04T02:03:43.659965+00:00,Pelicans vs. Kings,49735025789707373280112284699627416880602230250298978736997050248645326736780,BUY,0.680000,5.000000,0.000000,copytrade,0.000000
0xa7902d403413a422704d639ed38ad219fc4c9c6766c94ec7476de27dd8eaf752,2026-04-04T02:05:44.620057+00:00,Spread: VfB Stuttgart (-1.5),68947657506853207850579448232066357182491215496658085853745647819186575579318,BUY,0.220000,5.000000,0.000000,copytrade,0.000000
0xc681c0a86f1c4506db993e2d7a10feacf088e94e8e5da1091a1c906c86bdc32a,2026-04-04T02:05:53.454899+00:00,FC Mito Holly Hock vs. Kashima Antlers: O/U 1.5,80848929899696527301633123076019137878842902592779603218940076040646726928361,BUY,0.680000,5.000000,0.000000,copytrade,0.000000
